学校,年级,学院,专业,专业方向_路径,培养方案标题,专业代码,源文件,Markdown文件,培养目标概括,主要能力要求概括,核心课程概括,培养特色概括,学制与学位概括,专业主键,专业别名
首都经济贸易大学,2024级,经济学院,国际经济与贸易,国际经济与贸易,国际经济与贸易专业本科人才培养方案,020401,2024级/3经济学院/国际经济与贸易/国际经济与贸易1-6.docx,01_Markdown培养方案/2024级/3经济学院/国际经济与贸易/国际经济与贸易1-6.md,本专业培养具有社会主义核心价值观以及规范使用语言文字的意识和能力，系统掌握马克思主义经济学基本原理和国际经济贸易相关理论和方法，能够正确认识和理解国内外经济与贸易发展规律和运行机制，具有国际视野、开拓创新精神和实践能力，并具有较高的外语水平和一定的国际交流能力，能够在政府机关、各类经济部门、科研机构、高等院校从事经济理论与政策研究、经济分析和涉外经济实务工作的高素质应用型、复合型人才。,2.掌握马克思主义、毛泽东思想、邓小平理论和中国特色社会主义理论体系，牢固树立社会主义核心价值观；3.系统掌握国际经济、国际贸易、国际商务方面的知识和基本技能，熟悉通行的国际贸易惯例、法规及工作流程；4.具有较深厚的人文、社会和科学素养，较宽的知识面和较合理的知识结构；5.具有宽广的国际视野，熟练掌握一门外语，具备一定的国际沟通能力；6.了解本学科发展动态，具备分析和解决本专业实际问题的能力,政治经济学（资本主义）、微观经济学、宏观经济学、金融学、计量经济学、会计学、统计学、产业经济学、财政学、国际经济学（双语）、中国对外贸易、国际贸易、国际贸易实务（双语）、国际金融学（双语）、国际商法（双语）、国际市场营销、国际商务（英语）等。,1．注重扎实的经济理论基础培养；2．强调知识结构的广度、深度和合理性；3．注重培养学生的国际交流能力；4．强化综合能力培养,本专业基本学制为四年，实行弹性修业年限制度，学生在校修业年限可以提前至三年或延长至六年，修满规定的学分准予毕业。符合学士学位授予条件者，授予经济学学士学位。,CUEB-2024-082,国际经济与贸易
首都经济贸易大学,2024级,经济学院,国际经济与贸易（国际班）,国际经济与贸易（国际班）,国际经济与贸易专业（国际班）本科人才培养方案,020401,2024级/3经济学院/国际经济与贸易（国际班）/国际经济与贸易（国际班）1-6.docx,01_Markdown培养方案/2024级/3经济学院/国际经济与贸易（国际班）/国际经济与贸易（国际班）1-6.md,本专业培养具有社会主义核心价值观以及规范使用语言文字的意识和能力，系统掌握马克思主义经济学的基本原理和国际经济贸易相关理论和方法，能够正确认识和理解国内外经济与贸易发展规律和运行机制，具有国际视野、开拓创新精神和实践能力，并具有较高的外语水平和良好的国际交流能力，能够在政府机关、各类经济部门、科研机构、高等院校从事经济理论与政策研究、经济分析和涉外经济实务工作的高素质应用型、复合型人才。,1.系统掌握马克思主义、毛泽东思想、邓小平理论和中国特色社会主义理论体系，牢固树立社会主义核心价值观；2.系统掌握国际经济、国际贸易、国际商务方面的知识和基本技能，熟悉通行的国际贸易惯例、法规及工作流程；3.具有较深厚的人文、社会和科学素养，较宽的知识面和较合理的知识结构；4.具有宽广的国际视野，熟练掌握一门外语，具备良好的国际沟通能力；5.了解本学科发展动态，具备分析和解决本专业实际问题的能力,政治经济学（资本主义）、微观经济学、宏观经济学、金融学、计量经济学、会计学、统计学、财政学、产业经济学、国际经济学（双语）、国际贸易（英语）、国际贸易实务（英语）、国际金融学（英语）、国际商法（英语）、国际市场营销、跨境电子商务（英语）、国际商务（英语）、中国商务环境（英语）等。,1．注重扎实的经济理论基础培养；2．强调知识结构的广度、深度和合理性；3．注重培养学生的国际交流能力；4．强调综合能力培养,本专业基本学制为四年，实行弹性修业年限制度，学生在校修业年限可以提前至三年或延长至六年，修满规定的学分准予毕业。符合学士学位授予条件者，授予经济学学士学位。,CUEB-2024-083,国际经济与贸易（国际班）
首都经济贸易大学,2024级,经济学院,数字经济,数字经济,数字经济专业本科人才培养方案,020109T,2024级/3经济学院/数字经济/数字经济1-6.docx,01_Markdown培养方案/2024级/3经济学院/数字经济/数字经济1-6.md,本专业致力于培养践行社会主义核心价值观，坚持全面发展德智体美劳的理念，旨在使学生掌握扎实的经济学理论知识和系统的经济学分析方法。通过深入学习经济学、大数据科学、计算机科学和数字经济等领域的基础理论，学生将深刻认识和把握数字经济的运行规律，熟练运用现代信息技术与数据分析工具，成为交叉复合型人才。本专业毕业生将具备在国内外知名学府深造的能力；同时可以灵活适应政府部门、高校、科研机构和事业单位日益增长的数智化需求；更能在区块链、人工智能、物联网、电子商务等国家战略新兴产业以及传统产业的数字化转型中展现专业优势，为国家数字经济的持续发展提供坚实支撑，助力我国实现数字经济高质量发展，构建新发展格局。数字经济专业的学生必定会成为全面建设社会主义现代化国家的重要力量，为国家繁荣稳定、经济发展贡献自己的智慧与力量。,1.掌握马克思主义、毛泽东思想、中国特色社会主义理论和习近平新时代中国特色社会主义思想；2.系统掌握政治经济学、西方经济学、数字经济以及数字贸易领域的理论知识，为深入研究经济问题奠定坚实基础；3.具有应用计量经济学、统计学、大数据等方法进行经济学问题分析和研究的能力，为应对现实经济挑战提供专业支持；4.熟悉数字经济的运行规律，了解数字经济对个体决策、产业发展和经济运行的影响，熟悉数字经济相关的法律法规，助力用人企业合规经营与发展；5.能够运用数字经济的基本原理和方法，对现实经济问题进行准确判断、深入分析和有效研究，提出相应的应对策略和建议,政治经济学、微观经济学、宏观经济学、中级微观经济学、中级宏观经济学、金融学、计量经济学、统计学、财政学、博弈论、新制度经济学、数字经济概论、数据科学导论、数字产业创新、网络经济学、平台经济学、人工智能经济学、大数据经济分析、Python数据分析、智能算法与模型、中国特色社会主义政治经济学等。,1.以经济为基，以数字为翼，培养交叉复合型人才；2.校企合作、校地合作，共建数字经济人才培养基地；3.人才培养与社会需求高度匹配，服务首都数字经济发展,本专业基本学制为四年，实行弹性学制，学生在校学习年限可以提前至三年或延长至六年，修满规定的学分准予毕业。符合学士学位授予条件者授予经济学学士学位。,CUEB-2024-084,数字经济
首都经济贸易大学,2024级,经济学院,经济学,经济学,ADDIN CNKISM.UserStyle经济学专业本科人才培养方案,020101,2024级/3经济学院/经济学/经济学1-6.doc,01_Markdown培养方案/2024级/3经济学院/经济学/经济学1-6.md,本专业培养具有社会主义核心价值观以及规范使用语言文字的意识和应用能力，具有马克思主义经济学和现代西方经济学理论素养，专业基础扎实，知识面宽广，外语水平高，具有向经济学相关领域扩展渗透的能力、熟练应用外语的能力、熟练应用现代经济分析方法和技术手段的能力，能够在国内外大学继续深造，或者在政府机构、各类经济部门、高校和科研机构从事经济理论研究、经济政策研究、经济分析和其他实际经济工作的高素质复合型人才。,"1.掌握马克思主义、毛泽东思想、中国特色社会主义理论和习近平新时代中国特色社会主义思想；2．系统掌握政治经济学、西方经济学、经济思想史、经济史方面的理论，熟悉计量经济学、宏观经济分析中的基本工具软件的应用；3.能够应用本学科基本原理、方法对本专业领域及相关领域问题进行判断、分析和研究，提出相应的对策和建议,并形成解决方案；4.能够恰当使用现代工具，对本专业领域的问题进行深入研究，完成所从事的专业领域任务；5.能够使用书面和口头表达方式与国内外同行及社会公众就本专业领域现象和问题进行有效沟通和交流",政治经济学、微观经济学、宏观经济学、中级微观经济学、中级宏观经济学、金融学、计量经济学、统计学、财政学、经济思想史、欧美经济史、中国特色社会主义政治经济学、国际经济学（双语）、产业经济学等。,1．强调高素质复合型人才培养定位；2．按照学科导向与能力导向相结合的原则进行课程体系的设置；3.实现专业育人与思政育人同向同行；4．注重国际化人才培养；5．强化综合能力培养,本专业基本学制为四年，实行弹性学制，学生在校学习年限可以提前至三年或延长至六年，修满规定的学分准予毕业。符合学士学位授予条件者授予经济学学士学位。,CUEB-2024-085,经济学
首都经济贸易大学,2024级,经济学院,经济学（实验班）,经济学（实验班）,经济学专业（实验班）本科人才培养方案,020101,2024级/3经济学院/经济学（实验班）/经济学（实验班）1-6.doc,01_Markdown培养方案/2024级/3经济学院/经济学（实验班）/经济学（实验班）1-6.md,本专业培养具有正确社会主义核心价值观以及规范使用语言文字的意识和应用能力，具有马克思主义经济学和现代西方经济学理论素养，知识面宽广，外语水平高，创新意识和适应能力强，具有向经济学相关领域扩展渗透的能力，熟练应用现代经济分析方法和技术手段的能力，能够在国内外大学继续深造，或者在政府机构、各类经济部门、高校和科研机构从事经济理论研究、经济政策研究、经济分析和其他实际经济工作的高素质复合型拔尖创新人才。,"1．掌握马克思主义、毛泽东思想、中国特色社会主义理论和习近平新时代中国特色社会主义思想；2．系统掌握政治经济学、西方经济学、经济思想史、经济史方面的理论，系统掌握计量经济学、宏观经济分析中的基本工具软件的应用；3．能够运用数理对经济机制建模和分析，利用定量分析工具对本专业和相关领域问题进行判断、分析和研究，提出相应的对策和建议,并形成解决方案；4．能够使用书面和口头表达方式与国内外同行及社会公众就本专业领域现象和问题进行有效沟通和交流；5．能够通过较强的社会适应能力和学习能力迅速适应实际工作岗位的要求",政治经济学、微观经济学、宏观经济学、中级微观经济学、中级宏观经济学、计量经济学、统计学、经济数学方法、博弈论、国际经济学（双语）、国际金融学（英语）、投入产出分析、经济预测、新制度经济学。,1．注重经济理论基础和数学功底的培养；2．强调现代经济分析方法和技术手段的结合；3.实现专业育人与思政育人同向同行；4．注重国际化人才培养；5．强化综合能力培养,本专业基本学制为四年，实行弹性修业年限制度，学生在校修业年限可以提前至三年或延长至六年，修满规定的学分准予毕业。符合学士学位授予条件者，授予经济学学士学位。,CUEB-2024-086,经济学（实验班）
首都经济贸易大学,2024级,经济学院,贸易经济,贸易经济,贸易经济专业本科人才培养方案,020402,2024级/3经济学院/贸易经济/贸易经济1-6.docx,01_Markdown培养方案/2024级/3经济学院/贸易经济/贸易经济1-6.md,贸易经济专业坚持立德树人的教育理念，秉承服务国家发展、助力首都建设、打造一流专业的发展定位，培养坚持社会主义核心价值观，具有马克思主义经济学和现代西方经济学理论素养，具备创新精神、社会责任感和跨文化沟通能力，能够在政府部门、工商企业、中介机构胜任跨国经营、跨领域管理和跨文化沟通工作的高素质、应用性、复合型经济管理人才。,1、具有正确的人生观、世界观和价值观；2、掌握马克思主义商业经济理论和西方经济学现代研究方法，善于运用经济管理理论原理和工具方法，对内外贸、商物流领域的相关问题进行分析、判断、研究和解决；3、能够立足国际视野，观察和判断宏观经济形势，理解和洞悉中观行业动向，识别和把握跨国、跨领域、跨文化的微观商业机会，适应和胜任不同场景和文化背景中的经管实践要求；4、能够发现经济运行和市场流通中的问题，并恰当使用现代研究工具和方法，收集、处理、分析数据信息，完成商务决策和解决方案；5、能够自由地通过书面或口头方式进行跨国界、跨语言、跨文化的沟通，能够规范地写作公务文档和商务文案,政治经济学、微观经济学、宏观经济学、国际经济学、计量经济学、新制度经济学、管理学、金融学、会计学、统计学、产业经济学、商业经济学、消费经济学、中国商业史、商业政策、品牌学、零售学、物流学、商业伦理学、现代商业技术、商品学、期货贸易、电子商务、商务交流、价格学、国际商务（英语）、国际贸易理论与实务、国际市场营销等。,1、以服务国家发展，助力首都建设，依托一流专业、培养专业人才为目标的发展定位；2、以马克思主义商业经济理论为核心，以应用经济学前沿理论和先进方法为重点的课程体系；3、以国际化、差异化、协同创新、实践教育为支点的培养方式,本专业基本学制为四年，实行弹性修业年限制度，学生在校修业年限可以提前至三年或延长至六年，修满规定的学分准予毕业。符合学士学位授予条件者，授予经济学学士学位。,CUEB-2024-087,贸易经济
首都经济贸易大学,2024级,经济学院,贸易经济（高水平运动队）,贸易经济（高水平运动队）,贸易经济专业（高水平运动队）本科人才培养方案,020402,2024级/3经济学院/贸易经济（高水平运动队）/贸易经济1-6.docx,01_Markdown培养方案/2024级/3经济学院/贸易经济（高水平运动队）/贸易经济1-6.md,贸易经济专业坚持立德树人的教育理念，秉承服务国家发展、助力首都建设、打造一流专业的发展定位，培养坚持社会主义核心价值观，具有马克思主义经济学和现代西方经济学理论素养，具备创新精神、社会责任感和跨文化沟通能力，能够在政府部门、工商企业、中介机构胜任跨国经营、跨领域管理和跨文化沟通工作的高素质、应用性、复合型经济管理人才。,1、具有正确的人生观、世界观和价值观；2、掌握马克思主义商业经济理论和西方经济学现代研究方法，善于运用经济管理理论原理和工具方法，对内外贸、商物流领域的相关问题进行分析、判断、研究和解决；3、能够立足国际视野，观察和判断宏观经济形势，理解和洞悉中观行业动向，识别和把握跨国、跨领域、跨文化的微观商业机会，适应和胜任不同场景和文化背景中的经管实践要求；4、能够发现经济运行和市场流通中的问题，并恰当使用现代研究工具和方法，收集、处理、分析数据信息，完成商务决策和解决方案；5、能够自由地通过书面或口头方式进行跨国界、跨语言、跨文化的沟通，能够规范地写作公务文档和商务文案,政治经济学、微观经济学、宏观经济学、国际经济学、计量经济学、新制度经济学、管理学、金融学、会计学、统计学、产业经济学、商业经济学、消费经济学、中国商业史、商业政策、品牌学、零售学、物流学、商业伦理学、现代商业技术、商品学、期货贸易、电子商务、商务交流、价格学、国际商务（英语）、国际贸易理论与实务、国际市场营销等。,1、以服务国家发展，助力首都建设，依托一流专业、培养专业人才为目标的发展定位；2、以马克思主义商业经济理论为核心，以应用经济学前沿理论和先进方法为重点的课程体系；3、以国际化、差异化、协同创新、实践教育为支点的培养方式,本专业基本学制为四年，实行弹性修业年限制度，学生在校修业年限可以提前至三年或延长至六年，修满规定的学分准予毕业。符合学士学位授予条件者，授予经济学学士学位。,CUEB-2024-088,贸易经济（高水平运动队）
首都经济贸易大学,2024级,会计学院,会计学,会计学,会计学专业本科人才培养方案,120203K,2024级/4会计学院/会计学/会计学1-6.doc,01_Markdown培养方案/2024级/4会计学院/会计学/会计学1-6.md,本专业培养适应现代市场经济需要，具备人文精神、科学素质和诚信品质，能够践行社会主义核心价值观，具有规范使用语言文字的意识和应用能力，具备扎实的会计学基本理论和突出的定量分析能力，知识面宽广，有创新意识和向上发展能力，有较高的外语水平，能够胜任企、事业单位及政府部门会计工作的应用型、复合型专业人才。,1.政治立场坚定，恪守社会主义核心价值观，具有强烈的社会责任感和法律意识；2.掌握从事现代会计工作所必需的经济学、管理学、法学以及信息科学的基本知识，并能将所学知识用于解释会计专业领域的现象和问题，了解会计学科发展前沿，具有国际视野；3.系统掌握会计学基本理论、基本方法和基本技能，能够应用会计学基本原理、方法对本专业领域及相关领域问题进行判断、分析和研究，提出相应对策和建议，并形成专业解决方案；4.能够熟练掌握并运用现代信息技术特别是大数据云计算技术，对会计数据进行采集、存储、分析形成内外部决策有用的会计信息；5.具有较强的语言与文字表达、人际沟通、信息获取能力，能够熟练掌握并运用一门外语进行会计专业沟通与交流,经济学原理、管理学、商法学、会计学基础、中级财务会计、成本管理会计、高级财务会计、政府与非营利组织会计、会计信息系统、财务管理学、审计学、RPA与智能会计、商业智能与财会决策支持、商业伦理与会计职业道德、企业经营决策沙盘模拟、财务共享原理与实践。,1．基于需求导向的应用型、复合型培养目标定位；2．按照学科导向与能力导向相结合的原则进行课程体系的设置；3．注重学生实践创新能力的培养,本专业基本学制为四年，实行弹性修业年限制度，学生在校修业年限可以提前至三年或延长至六年，修满规定的学分准予毕业。符合学士学位授予条件者，授予管理学学士学位。,CUEB-2024-089,会计学
首都经济贸易大学,2024级,会计学院,会计学（国际会计-acca）,会计学（国际会计-acca）,BB会计学专业（国际会计—ACCA）本科人才培养方案,120203K,2024级/4会计学院/会计学（国际会计-acca）/会计学（国际会计-acca）1-6.doc,01_Markdown培养方案/2024级/4会计学院/会计学（国际会计-acca）/会计学（国际会计-acca）1-6.md,本专业培养系统掌握会计学基本理论和方法，熟悉国际和国内会计准则，具有较强的市场经济意识和社会适应能力，具有国际视野、人文精神、科学素质和诚信品质以及规范使用语言文字的意识和应用能力，能够践行社会主义核心价值观，能够在企事业单位（跨国公司与跨国机构）及政府部门胜任涉外会计工作的国际化、应用型、复合型专业人才。,1.政治立场坚定，恪守社会主义核心价值观，具有较强的社会责任感和法律意识；2.掌握经济学、管理学以及法学的基本知识；3.能够应用会计学基本原理、方法对国际经济交易活动或事项中的会计问题进行判断、分析和研究，提出相应对策和建议，并形成专业解决方案；4.能够熟练掌握并运用现代信息技术特别是大数据云计算技术，对会计数据进行采集、存储、分析形成内外部决策有用的会计信息；5.具有较强的语言与文字表达、人际沟通、信息获取能力，能够运用英语进行会计业务处理,经济学原理、管理信息系统、管理学、统计学、商法学、AB（会计师与企业）（双语）、FM（财务管理学）（英语）、FA（INT）（财务会计）（双语）、FR（INT）（财务报告）（英）、MA（管理会计）（双语）、APM（高级业绩管理）（英语）、SBR（INT）（企业战略报告）（英语）、AA（审计与认证业务）（英语）、PM（业绩管理）（英语）、AFM（高级财务管理）（英语）、SBL（企业战略领袖）（英语）、CBL（UK）（公司法与商法）（英语）、Taxation UK（税务）（英语）、会计信息系统（双语）、商业伦理与会计职业道德。,1．国际化会计人才培养定位；2．国际化培养模式与方法,本专业基本学制为四年，实行弹性修业年限制度，学生在校修业年限可以提前至三年或延长至六年，修满规定的学分准予毕业。符合学士学位授予条件者，授予管理学学士学位。,CUEB-2024-090,会计学（国际会计-acca）
首都经济贸易大学,2024级,会计学院,会计学（数智化国际会计）,会计学（数智化国际会计）,2423会计学（数智化国际会计）专业本科人才培养方案,,2024级/4会计学院/会计学（数智化国际会计）/会计学（数智化国际会计）1-6 4月5日.doc,01_Markdown培养方案/2024级/4会计学院/会计学（数智化国际会计）/会计学（数智化国际会计）1-6 4月5日.md,本专业培养能够践行社会主义核心价值观，具备人文素养、科学精神和诚信品质，系统地掌握会计、管理、经济、法律和计算机应用的知识，具备适应数智化和国际化环境之下的会计知识视野和能力素质，能够将数智化的技术与方法熟练地应用于会计实践当中，能够在企事业单位及政府部门胜任财会审工作的国际化、应用型、复合型的数智化财会专门人才。,1.政治立场坚定，恪守社会主义核心价值观，具有较强的社会责任感和法律意识；2.掌握经济学、管理学以及法学的基本知识；3.能够应用会计学基本原理、方法对国际经济交易活动或事项中的会计问题进行判断、分析和研究，提出相应对策和建议，并形成专业解决方案；4.能够熟练掌握并运用现代信息技术特别是大数据云计算技术，对会计数据进行采集、存储、分析形成内外部决策有用的会计信息；5.具有较强的语言与文字表达、人际沟通、信息获取能力，能够运用英语进行会计业务处理,经济学原理、管理信息系统、管理学、统计学、商法学、商业智能与财会决策支持、会计建模、会计信息系统、商业伦理与会计职业道德、大数据与智能审计、大数据应用案例、企业经营决策沙盘模拟、财务共享原理与实践、RPA与智能会计、区块链技术及其应用。,1．数智化会计应用人才培养；2．国际化会计人才培养,本专业基本学制为四年，实行弹性修业年限制度，学生在校修业年限可以提前至三年或延长至六年，修满规定的学分准予毕业。符合学士学位授予条件者，授予管理学学士学位。,CUEB-2024-091,会计学（数智化国际会计）
首都经济贸易大学,2024级,会计学院,会计学（注册会计师专门化）,会计学（注册会计师专门化）,会计学专业（注册会计师专门化）本科人才培养方案,120203K,2024级/4会计学院/会计学（注册会计师专门化）/会计学（注册会计师专门化）1-6.doc,01_Markdown培养方案/2024级/4会计学院/会计学（注册会计师专门化）/会计学（注册会计师专门化）1-6.md,本专业培养具有正确的社会主义核心价值观，能适应新时代社会主义市场经济建设需要，具备人文精神、科学素养和诚信品质，德、智、体、美、劳全面发展，具备经济、管理、法律及会计学、审计学等方面扎实的基本知识，适应当今人工智能与大数据时代会计信息处理和智能决策等业务，具备较强的会计和审计职业判断能力，具备一定的创新创业能力，能在会计师事务所、经济管理部门工作岗位从事会计实务、财务管理、审计、管理咨询等工作的应用型、复合型的专门人才。,1．政治素养：具备正确的社会主义核心价值观，具有强烈的社会责任感和法律意识，爱国敬业，诚实守信；2．职业道德：具有良好的商业伦理和职业道德，具有健康的心理和良好的体魄，能够很好地胜任会计、审计工作；3．基础知识：掌握从事现代会计、审计工作所必须的经济学、管理学、法学以及信息科学的基本知识，并能将所学知识用于解释会计、审计专业领域的现象和问题；4．专业知识：系统掌握会计学、审计学的基本理论、基本方法和基本技能，不断学习与了解会计、审计学科的理论前沿和发展动态，熟悉国内外会计、审计相关的方针政策法规和国际会计惯例，具有国际视野；5．专业技能：能够熟练掌握并运用现代信息技术特别是大数据云计算技术，对会计信息进行采集和分析，发现并指出会计信息中存在的错误与舞弊问题，以增强会计信息的有用性,管理学、经济学原理、会计学基础、财务管理、商法学、商业伦理与会计职业道德、中级财务会计、成本管理会计、高级财务会计、公司战略与风险管理、税法、审计学、大数据与智能审计、会计信息系统、内部控制理论与实务等。,1．教学实践以立德树人为核心价值引领，有机融入思政元素，推进三全育人；2.学历教育与职业能力培养相结合的培养目标定位；3．突出现代审计特征，注重信息技术知识的有机融入；4．实践教学与综合能力开发相结合的培养方法,本专业基本学制为四年，实行弹性修业年限制度，学生在校修业年限可以提前至三年或延长至六年，修满规定的学分准予毕业。符合学士学位授予条件者，授予管理学学士学位。,CUEB-2024-092,会计学（注册会计师专门化）
首都经济贸易大学,2024级,会计学院,财务管理,财务管理,财务管理专业本科人才培养方案,120204,2024级/4会计学院/财务管理/财务管理1-6.doc,01_Markdown培养方案/2024级/4会计学院/财务管理/财务管理1-6.md,本专业培养具有正确社会主义核心价值观，具备人文精神、诚信品质和科学素养，具有较强的市场经济意识和社会适应能力，具备扎实的经济、管理、法律和财务管理等方面的基础理论和突出的定量分析能力，知识面广；具备国际视野、有创新意识、有较强的实际操作能力能够胜任企事业单位、政府部门财务管理工作以及资本市场、金融机构投资分析与管理工作的应用型、复合型、创新型的专业人才。,1．掌握马克思主义、毛泽东思想和中国特色社会主义理论体系；2．诚实守信，正直善良，具有团队协作意识，能够在财务管理学科及会计学、金融学等多学科团队活动中发挥个人能力，并能与其他成员进行协调合作；3．系统地掌握财务管理学科的基础理论、专业知识和基本方法，具备承担财务管理工作的能力，并能将所学知识用于解释本专业领域及相关领域的现象和问题，了解本学科发展前沿，具有国际视野；4．能够恰当使用现代工具，对财务专业领域数据信息进行收集和分析处理，完成所从事的专业领域任务，能够使用书面和口头表达方式与国内外业界同行、社会公众就财务管理专业领域现象和问题进行有效沟通与交流；5．具备较强的判断问题和解决问题的能力，养成终生学习的能力和习惯，有较强的适应社会变化的能力,管理学、经济学原理、会计学基础、商业伦理与会计职业道德、会计管理信息系统、财务管理、商法学、中级财务会计、成本管理会计、审计学、高级财务管理（双语）、投资学、大数据智能财务决策、财务分析与公司估值。,1．培养具备现代公司财务管理知识同时兼具会计知识、投资知识、管理知识的复合型人才；2．在关注中国公司财务管理技能培育的同时，加强国际化公司财务管理理论与方法的培育，培养具备国际视野的应用型人才；3.注重学生实践创新能力的培养，培养具有开拓精神的创新人才,本专业基本学制为四年，实行弹性学制，学生在校学习年限可以提前至三年或延长至六年，修满规定的学分准予毕业。符合学士学位授予条件者授予管理学学士学位。,CUEB-2024-093,财务管理
首都经济贸易大学,2024级,劳动经济学院,人力资源管理,人力资源管理,人力资源管理专业本科人才培养方案,120206,2024级/5劳动经济学院/人力资源管理/人力资源管理1-6.doc,01_Markdown培养方案/2024级/5劳动经济学院/人力资源管理/人力资源管理1-6.md,"本专业总体目标是培养适应现代经济和社会发展需要，德智体美劳全面发展，理论基础扎实，知识结构合理，具有国际视野与创新精神的社会主义建设者和接班人。本专业培养具有社会主义核心价值观、适应社会经济发展需要以及规范使用语言文字的意识和应用能力，具备管理学和经济学基础，掌握人力资源管理理论前沿与工具使用技能，培养学生发现、研究和处理人力资源管理相关问题的能力，尤其注重培养学生向往学术钻研的思想价值观，强化多学科研究方法的学习与相关统计软件实操训练，具备良好的团队合作精神、人际沟通能力和创新创业能力,使学生能在企事业单位、国家机关以及研究咨询机构从事人力资源管理研究与实践工作的复合型高级专门人才。 毕业要求 掌握马克思主义、毛泽东思想和中国特色社会主义理论体系；具有良好的思想品德、社会公德和个人修养；具有爱岗敬业、遵纪守…",掌握马克思主义、毛泽东思想和中国特色社会主义理论体系；1．突出学术研究视角；2．注重实验教学；3．注重知识结构的完备性；4,社会学、社会保障学、社会工作导论、人事心理学、劳动法律制度、员工培训与开发、员工招聘、工作分析、绩效管理、薪酬管理、组织与管理研究方法。,1．突出学术研究视角；2．注重实验教学；3．注重知识结构的完备性,本专业基本学制为四年，实行弹性修业年限制度，学生在校修业年限可以提前至三年或延长至六年，修满规定的学分准予毕业。符合学士学位授予条件者，授予管理学学士学位。,CUEB-2024-094,人力资源管理
首都经济贸易大学,2024级,劳动经济学院,人力资源管理（实验班）,人力资源管理（实验班）,人力资源管理专业（实验班）本科人才培养方案,120206,2024级/5劳动经济学院/人力资源管理（实验班）/人力资源管理（实验班）1-6.doc,01_Markdown培养方案/2024级/5劳动经济学院/人力资源管理（实验班）/人力资源管理（实验班）1-6.md,本专业总体目标是培养适应现代经济与社会发展需求，德智体美劳全面发展的复合型人才，使其具备坚实的理论基础、广阔的国际视野、创新思维以及数字化管理能力，成为面向未来世界的人力资源高级管理精英。本专业致力于塑造学生的社会主义核心价值观，满足社会经济发展的需求，并强化其语言文字规范使用意识与应用能力。通过多学科研究方法的学习与相关统计软件、大数据分析的实际操作训练，学生将掌握人力资源管理领域的前沿理论与工具使用技能，熟悉人力资源管理的具体操作流程及实务技巧。借助双语教学及与国际标准接轨的课程内容，本专业着重培养学生的国际化视野和跨文化交流能力。此外，通过鼓励学生参与科研项目与学术研究，本专业特别注重培养学生对学术探索的兴趣和能力，提升其批判性思维与创新能力，以应对人力资源管理领域因数智化时代所带来的新挑战与变化。通过…,掌握马克思主义、毛泽东思想和中国特色社会主义理论体系；1．突出学术研究视角；2．注重实验教学；3．注重知识结构的完备性；4．学术与职业双重培养,社会保障学、人事心理学、劳动法律制度、员工培训与开发、员工招聘、工作分析、绩效管理、薪酬管理、组织与管理研究方法、python大数据分析：在劳动科学中的应用、量化数据分析与应用。,1．突出学术研究视角；2．注重实验教学；3．注重知识结构的完备性；4．学术与职业双重培养,本专业基本学制为四年，实行弹性修业年限制度，学生在校修业年限可以提前至三年或延长至六年，修满规定的学分准予毕业。符合学士学位授予条件者，授予管理学学士学位。,CUEB-2024-095,人力资源管理（实验班）
首都经济贸易大学,2024级,劳动经济学院,劳动与社会保障,劳动与社会保障,劳动与社会保障专业本科人才培养方案,120403,2024级/5劳动经济学院/劳动与社会保障/劳动与社会保障1-6.docx,01_Markdown培养方案/2024级/5劳动经济学院/劳动与社会保障/劳动与社会保障1-6.md,坚持“立足北京、服务京津冀、面向全国、走向国际”的定位，服务国家民生发展、助力北京社会建设，以国内一流、国际知名专业为目标，培养德、智、体、美、劳全面发展，通晓国内外劳动和社会保障理论、实践与发展历史，注重科学的思考方法和研究方法，具备新时代劳动与社会保障专业人才所需的专业知识和能力素质，具有社会主义核心价值观和国际视野，理论素养和实践技能并重的复合型、创新型人才。通过多方面综合的学习与实践，具备在国家人力资源和社会保障部门等相关部门、企事业单位人力资源管理部门、养老产业从事管理实务工作，以及在科研机构、高等院校从事科研、教学工作的能力。,1.素质结构要求：思想品德+专业素养+实践技能；2.知识结构要求：管理学+经济学+社会学+法学+方法论；3．能力结构要求：思考能力+应用能力+创新能力,管理学、微观经济学、宏观经济学、管理信息系统、劳动与社会保障量化分析、公共伦理学、人力资源管理导论、劳动经济学、劳动关系学、会计学、社会学 、社会保障学、社会工作导论、专业研究坊、人事心理学、劳动法律制度、劳动与社会保障专业展望、社会保险学、社会福利政策、劳动科学实践中的计量方法、人力资本理论与价值度量,1.注重培养学生健全的人格；2.强化综合能力培养；3.学科交叉优势突出,本专业基本学制为四年，实行弹性修业年限制度，学生在校修业年限可以提前至三年或延长至六年，修满规定的学分准予毕业。符合学士学位授予条件者，授予管理学学士学位。,CUEB-2024-096,劳动与社会保障
